User_ID,Age,Gender,Occupation,Device_Type,Daily_Phone_Hours,Social_Media_Hours,Work_Productivity_Score,Sleep_Hours,Stress_Level,App_Usage_Count,Caffeine_Intake_Cups,Weekend_Screen_Time_Hours
USR_02306,26,Male,Healthcare,Android,7.0,3.3,32.4,5.9,5.2,13,3.4,7.2
USR_02307,32,Female,Manager,Android,5.1,1.7,62.2,7.6,7.1,15,4.1,4.2
USR_02308,27,Male,Student,iOS,6.5,3.4,32.0,8.4,7.7,22,3.1,6.9
USR_02309,41,Female,Creative,Both,8.8,3.1,33.7,7.4,4.5,26,2.6,14.5
USR_02310,59,Female,Creative,Android,8.9,4.6,10.8,6.7,8.9,24,3.6,10.2
USR_02311,25,Male,Healthcare,iOS,7.1,3.6,43.4,6.6,3.2,20,1.8,9.6
USR_02312,41,Female,Student,Android,7.6,1.9,36.6,6.9,7.0,21,2.1,7.8
USR_02313,33,Male,Engineer,iOS,9.4,5.1,10.9,5.4,4.6,23,3.0,7.5
USR_02314,43,Male,Healthcare,Android,6.0,3.3,50.2,7.5,5.3,13,1.6,7.5
USR_02315,44,Female,Healthcare,iOS,8.1,3.3,10.0,5.5,7.6,17,4.2,9.6
USR_02316,54,Male,Engineer,Android,7.9,3.7,32.0,8.1,7.2,25,3.8,7.8
USR_02317,21,Female,Engineer,Android,6.9,3.6,25.6,6.4,6.6,16,2.9,4.8
USR_02318,41,Male,Engineer,Android,12.0,2.5,12.5,7.8,9.0,30,3.8,8.6
USR_02319,36,Male,Sales,Android,4.0,2.1,45.6,5.0,2.4,6,4.6,4.1
USR_02320,53,Male,Creative,Both,4.9,2.1,39.5,7.8,9.2,9,3.5,5.1
USR_02321,56,Male,Sales,Both,6.5,3.2,64.3,8.4,2.7,13,3.3,4.2
USR_02322,27,Male,Engineer,iOS,6.0,2.3,27.1,5.3,5.2,13,3.2,7.3
USR_02323,42,Female,Sales,Android,2.1,0.8,76.7,6.7,2.7,7,3.6,2.3
USR_02324,35,Female,Engineer,Android,8.8,4.5,16.2,7.2,8.6,23,3.0,9.0
USR_02325,36,Female,Manager,iOS,8.2,3.1,30.5,7.3,7.4,22,2.3,9.7
USR_02326,53,Male,Creative,Both,9.3,3.4,25.2,6.4,5.8,23,3.8,9.3
USR_02327,27,Male,Student,iOS,6.3,2.6,23.6,6.2,6.0,17,3.4,8.9
USR_02328,50,Male,Manager,iOS,4.0,1.5,53.2,7.1,6.3,9,3.7,5.9
USR_02329,22,Male,Engineer,Both,6.5,2.3,34.8,7.2,9.0,17,2.5,9.8
USR_02330,64,Female,Engineer,iOS,3.4,0.9,56.3,6.0,4.6,7,3.4,2.1
USR_02331,52,Male,Healthcare,Android,9.6,3.3,10.0,5.8,4.7,27,4.1,12.0
USR_02332,61,Male,Healthcare,Android,8.8,2.6,40.1,8.3,4.9,19,2.1,10.6
USR_02333,51,Female,Creative,iOS,9.8,3.3,19.0,6.9,6.6,27,3.8,12.5
USR_02334,50,Male,Healthcare,iOS,8.1,3.3,10.0,4.1,4.7,21,5.1,8.9
USR_02335,38,Male,Healthcare,Android,4.9,2.0,55.5,8.3,6.3,16,2.1,5.3
USR_02336,34,Male,Engineer,Android,5.5,1.6,61.1,6.1,2.4,11,3.1,4.7
USR_02337,39,Male,Engineer,iOS,8.6,2.0,24.2,6.9,5.7,20,4.7,10.5
USR_02338,65,Female,Sales,iOS,4.9,2.3,45.3,7.2,8.3,11,1.7,4.8
USR_02339,54,Male,Engineer,Android,7.6,2.9,25.9,5.0,4.4,16,3.7,5.8
USR_02340,32,Male,Healthcare,iOS,7.6,2.7,46.0,6.5,2.2,24,3.4,8.9
USR_02341,52,Male,Engineer,iOS,11.1,2.7,34.3,8.4,5.1,25,2.6,8.8
USR_02342,45,Female,Creative,iOS,9.3,3.2,14.4,8.1,7.1,20,5.0,11.8
USR_02343,24,Male,Creative,Android,8.4,4.1,10.0,6.5,6.9,25,3.7,12.0
USR_02344,49,Female,Student,iOS,8.0,3.2,15.1,7.7,8.1,22,4.3,8.9
USR_02345,28,Female,Student,iOS,8.1,1.9,48.0,7.8,5.3,19,3.5,7.8
USR_02346,27,Female,Healthcare,Android,9.1,2.9,14.9,7.8,8.5,17,4.5,11.1
USR_02347,26,Male,Manager,iOS,3.7,2.0,27.4,5.4,6.3,14,3.6,4.0
USR_02348,31,Female,Engineer,Android,8.7,3.4,20.5,8.8,9.3,27,1.7,6.2
USR_02349,30,Female,Creative,Android,2.5,0.8,51.7,6.2,5.1,8,3.6,1.5
USR_02350,42,Male,Engineer,Android,3.0,1.6,63.6,6.9,5.1,9,1.2,3.9
USR_02351,19,Female,Sales,Android,7.6,2.4,21.5,6.4,6.7,19,2.8,8.3
USR_02352,52,Male,Manager,Android,7.9,3.6,41.1,7.1,5.2,18,2.4,7.5
USR_02353,24,Male,Engineer,iOS,4.3,1.1,62.3,5.8,3.9,14,2.7,4.2
USR_02354,38,Female,Healthcare,Android,9.8,2.5,10.0,6.5,7.7,23,4.5,11.8
USR_02355,35,Male,Manager,Both,10.3,4.1,25.0,7.0,7.0,27,3.0,15.7
USR_02356,20,Female,Student,iOS,8.5,2.4,24.4,8.3,5.0,21,4.7,11.8
USR_02357,59,Male,Manager,Android,7.0,1.5,61.4,8.1,5.0,17,2.5,10.3
USR_02358,56,Female,Student,Android,8.8,4.6,14.9,8.2,9.1,19,0.9,8.1
USR_02359,58,Non-binary,Student,iOS,7.3,1.6,47.2,7.8,5.3,14,2.1,6.7
USR_02360,28,Female,Engineer,iOS,7.1,3.2,36.8,9.0,4.2,19,3.4,10.1
USR_02361,56,Male,Student,Android,6.5,2.1,27.6,6.5,9.4,14,2.1,4.1
USR_02362,41,Male,Student,Android,7.3,3.8,26.2,6.6,8.3,18,2.9,5.2
USR_02363,63,Female,Healthcare,iOS,8.2,4.5,10.0,6.6,8.7,21,4.1,11.1
USR_02364,36,Male,Healthcare,Android,7.1,2.3,57.1,6.7,3.2,18,2.4,5.8
USR_02365,21,Male,Manager,iOS,8.4,3.4,10.0,5.1,6.1,20,2.9,8.0
USR_02366,43,Female,Creative,iOS,6.1,2.9,35.8,7.1,7.9,17,4.4,8.2
USR_02367,55,Female,Creative,Android,6.4,1.6,57.3,7.4,4.0,15,2.4,8.6
USR_02368,59,Non-binary,Healthcare,Android,7.5,3.4,26.1,6.5,8.3,18,2.3,10.6
USR_02369,49,Male,Healthcare,Android,10.0,5.2,10.0,4.7,3.3,27,4.1,13.4
USR_02370,56,Male,Student,iOS,7.9,2.1,22.0,6.8,6.6,19,4.2,12.9
USR_02371,62,Male,Sales,Android,8.6,4.2,10.0,5.2,6.2,22,3.6,9.3
USR_02372,63,Female,Engineer,Android,9.2,2.2,41.1,7.3,6.5,25,2.3,6.2
USR_02373,53,Female,Student,iOS,7.9,3.2,46.8,6.9,2.8,21,1.8,8.6
USR_02374,57,Female,Creative,Android,3.4,1.1,76.0,7.1,5.1,11,2.3,1.8
USR_02375,54,Female,Engineer,iOS,6.9,2.5,36.7,5.5,5.8,12,2.0,4.8
USR_02376,50,Female,Engineer,iOS,8.3,2.5,46.9,8.3,5.1,28,2.1,8.5
USR_02377,53,Male,Healthcare,iOS,6.6,1.9,59.1,7.0,2.9,18,3.2,5.9
USR_02378,20,Male,Healthcare,Both,3.6,1.7,48.4,5.7,3.8,10,3.8,4.4
USR_02379,26,Female,Creative,iOS,4.6,1.3,61.1,7.5,3.3,11,2.6,4.2
USR_02380,25,Male,Creative,Android,5.6,1.9,43.2,6.9,5.5,9,3.3,5.3
USR_02381,50,Male,Engineer,Android,8.1,2.4,33.6,9.0,6.8,22,2.5,7.7
USR_02382,23,Female,Engineer,Android,7.2,2.0,47.6,6.1,4.3,21,2.3,7.8
USR_02383,58,Non-binary,Healthcare,iOS,9.9,4.2,10.0,5.3,5.4,19,3.0,9.2
USR_02384,56,Female,Student,Android,6.9,1.5,43.6,7.1,4.5,19,3.9,6.1
USR_02385,21,Female,Healthcare,Both,8.2,3.9,29.0,8.0,7.8,25,0.6,8.4
USR_02386,30,Female,Engineer,iOS,4.0,1.6,59.1,9.6,2.9,14,1.2,3.0
USR_02387,19,Male,Manager,Android,6.3,3.1,44.1,10.0,3.6,17,2.0,7.4
USR_02388,22,Male,Manager,iOS,11.0,3.0,10.0,4.9,4.7,27,2.2,14.6
USR_02389,61,Female,Healthcare,Android,8.5,3.8,21.4,6.6,8.1,24,3.7,7.7
USR_02390,44,Female,Manager,iOS,5.2,1.8,65.0,5.3,2.2,14,1.5,2.9
USR_02391,49,Male,Manager,iOS,7.6,1.7,41.9,6.5,4.4,20,4.1,6.5
USR_02392,38,Female,Student,Android,8.6,4.0,10.0,9.8,4.1,19,4.5,12.5
USR_02393,25,Male,Engineer,Android,8.5,4.0,10.0,5.8,7.0,16,3.6,13.0
USR_02394,55,Male,Engineer,iOS,9.4,2.8,20.2,6.8,8.1,26,2.6,7.1
USR_02395,25,Female,Manager,iOS,9.5,4.9,10.0,6.1,7.5,22,4.3,7.6
USR_02396,20,Male,Student,Both,7.9,3.7,12.3,5.6,6.9,16,3.1,5.3
USR_02397,61,Male,Manager,Android,7.0,2.2,52.5,9.0,3.0,14,1.5,5.8
USR_02398,20,Male,Student,Android,6.3,1.8,14.1,5.0,6.4,15,3.5,5.3
USR_02399,39,Female,Healthcare,Android,6.5,2.3,31.8,6.7,7.1,12,1.6,8.9
USR_02400,23,Male,Sales,iOS,7.2,2.2,30.5,6.9,6.1,21,2.2,11.4
USR_02401,19,Female,Student,Android,4.1,1.1,68.5,6.8,3.3,11,2.0,3.2
USR_02402,40,Female,Engineer,Android,7.7,2.6,34.2,6.4,5.2,22,2.9,7.7
USR_02403,61,Male,Engineer,iOS,5.8,1.2,57.8,8.7,5.8,11,1.1,5.9
USR_02404,19,Non-binary,Healthcare,iOS,7.2,2.5,11.3,4.3,4.7,13,2.6,9.9
USR_02405,55,Male,Manager,Android,8.6,2.4,28.9,7.3,7.1,26,2.5,10.1
USR_02406,34,Non-binary,Engineer,iOS,5.5,1.6,44.6,7.4,8.0,11,3.5,5.1
USR_02407,52,Female,Healthcare,iOS,8.6,2.0,35.8,7.1,7.8,21,3.1,9.1
USR_02408,51,Non-binary,Engineer,Android,3.5,1.4,45.0,5.8,5.6,6,4.8,3.1
USR_02409,40,Male,Healthcare,Android,8.4,3.1,35.7,8.2,6.3,18,1.8,10.8
USR_02410,47,Female,Manager,Android,7.2,3.3,55.8,8.2,1.9,19,3.2,7.9
USR_02411,25,Male,Creative,iOS,8.5,4.6,10.0,5.8,6.0,20,4.1,9.3
USR_02412,39,Male,Engineer,iOS,8.1,2.0,14.9,5.4,6.5,24,3.6,8.2
USR_02413,61,Female,Sales,Android,6.5,1.9,17.5,5.1,6.3,10,3.6,7.5
USR_02414,53,Male,Creative,Android,5.8,2.5,58.2,7.1,3.8,14,3.0,8.2
USR_02415,22,Female,Student,iOS,6.3,1.8,30.0,6.9,6.4,14,2.1,7.4
USR_02416,30,Male,Engineer,Both,9.9,2.1,10.0,6.4,8.5,24,4.3,11.6
USR_02417,46,Male,Manager,iOS,11.0,2.6,16.0,9.3,8.3,26,3.0,10.1
USR_02418,48,Female,Creative,Both,8.1,2.8,21.0,6.2,8.1,22,2.2,6.8
USR_02419,64,Male,Creative,iOS,5.1,1.8,56.0,7.0,4.7,12,4.0,3.5
USR_02420,33,Female,Manager,iOS,6.9,3.7,36.8,6.6,6.2,16,3.0,7.2
USR_02421,59,Female,Sales,Android,9.4,3.4,16.9,9.2,7.0,28,2.9,13.0
USR_02422,47,Female,Engineer,Android,9.1,4.0,10.0,4.4,8.8,19,1.4,9.0
USR_02423,33,Male,Engineer,Android,6.6,2.5,42.8,6.4,3.5,13,2.8,8.2
USR_02424,29,Female,Sales,iOS,7.5,2.2,29.4,7.5,8.3,24,4.3,4.6
USR_02425,34,Non-binary,Creative,Both,4.6,1.1,59.2,6.5,7.0,16,2.5,4.9
USR_02426,33,Female,Manager,iOS,7.3,3.7,10.0,5.2,7.3,12,2.2,10.2
USR_02427,29,Female,Creative,Android,7.1,1.8,41.0,7.0,7.7,24,3.6,7.4
USR_02428,25,Female,Sales,Android,7.4,1.7,10.0,4.9,8.9,20,2.0,7.2
USR_02429,37,Female,Creative,Android,8.2,2.3,29.1,7.6,7.3,18,3.5,6.9
USR_02430,20,Female,Creative,Android,11.1,2.2,10.0,6.3,8.0,27,3.1,8.0
USR_02431,33,Male,Creative,iOS,7.2,1.6,43.1,6.1,5.7,16,3.2,7.7
USR_02432,47,Male,Engineer,Both,8.9,3.8,18.7,8.1,7.9,22,5.3,11.1
USR_02433,62,Female,Creative,Android,7.4,2.1,20.2,5.6,6.8,17,3.6,7.5
USR_02434,40,Male,Engineer,Android,7.8,2.5,10.0,4.9,7.9,15,2.3,11.0
USR_02435,45,Female,Sales,iOS,9.7,4.8,10.0,5.7,7.0,20,3.5,12.2
USR_02436,57,Male,Manager,Android,8.6,4.0,18.1,9.3,8.1,22,3.7,5.0
USR_02437,22,Female,Healthcare,iOS,9.3,3.5,10.0,5.6,8.0,20,1.5,13.0
USR_02438,37,Male,Manager,Android,9.6,4.0,24.0,7.2,6.3,19,2.9,11.8
USR_02439,57,Male,Engineer,Android,7.8,1.8,48.0,7.8,5.4,21,1.0,5.9
USR_02440,61,Non-binary,Student,Android,8.6,4.0,10.0,5.7,8.7,23,3.6,6.2
USR_02441,18,Female,Sales,Android,8.3,3.2,10.0,5.7,5.0,22,4.7,10.4
USR_02442,47,Female,Sales,iOS,5.8,2.3,55.5,7.0,5.0,14,2.4,6.5
USR_02443,38,Male,Student,Android,6.3,2.7,44.7,7.1,6.3,13,3.0,7.4
USR_02444,37,Female,Sales,Android,5.6,2.1,65.5,8.4,4.8,17,2.9,6.3
USR_02445,23,Female,Creative,iOS,6.1,2.3,32.2,5.9,4.9,17,3.5,8.9
USR_02446,39,Female,Healthcare,Android,4.9,1.8,44.3,6.3,5.2,18,3.2,4.5
USR_02447,35,Male,Engineer,Android,4.9,1.8,36.2,10.0,8.0,16,0.9,5.0
USR_02448,25,Female,Sales,iOS,5.2,2.4,35.0,4.6,4.0,13,3.5,4.3
USR_02449,56,Female,Healthcare,iOS,3.2,1.1,28.7,4.4,6.6,13,3.0,2.6
USR_02450,49,Non-binary,Sales,Both,7.5,1.5,21.0,5.1,5.1,18,2.2,10.7
USR_02451,50,Male,Creative,Android,8.4,3.5,32.0,8.1,9.1,21,3.2,5.8
USR_02452,33,Female,Creative,Android,8.5,4.5,17.2,6.3,5.6,21,3.2,12.5
USR_02453,29,Female,Healthcare,Android,6.0,1.7,32.9,6.3,7.1,13,1.5,4.2
USR_02454,55,Male,Student,Android,8.0,3.9,14.0,5.6,5.5,26,2.9,10.1
USR_02455,51,Male,Student,iOS,5.6,2.0,44.4,7.9,5.1,11,4.0,8.8
USR_02456,31,Male,Student,iOS,8.0,3.4,18.1,5.2,3.6,15,1.9,9.2
USR_02457,53,Male,Engineer,iOS,3.3,1.7,62.3,6.1,3.7,6,3.1,4.7
USR_02458,50,Male,Healthcare,Android,6.6,3.1,26.2,5.7,5.2,17,2.0,4.7
USR_02459,40,Female,Healthcare,iOS,6.6,3.4,10.0,3.6,6.1,14,5.5,9.1
USR_02460,62,Female,Sales,Both,9.1,1.9,10.0,6.2,7.3,21,4.0,11.7
USR_02461,19,Female,Engineer,Android,8.5,2.3,41.6,6.7,5.2,15,2.1,7.4
USR_02462,58,Female,Manager,iOS,10.0,3.5,10.0,5.9,7.6,21,3.6,7.0
USR_02463,38,Male,Engineer,Both,3.9,1.9,46.2,6.5,6.9,5,1.8,3.3
USR_02464,19,Male,Engineer,iOS,10.7,5.3,10.0,6.5,8.5,29,1.5,8.9
USR_02465,44,Female,Engineer,iOS,5.2,1.4,62.7,6.6,4.5,8,2.8,4.3
USR_02466,26,Male,Creative,Android,11.1,2.8,10.0,5.5,8.4,25,2.8,9.9
USR_02467,18,Male,Engineer,Android,10.9,5.4,10.0,5.5,4.7,26,3.4,12.7
USR_02468,28,Male,Creative,Android,8.8,3.4,41.2,6.9,3.7,18,1.1,6.6
USR_02469,20,Male,Student,iOS,6.4,2.7,10.0,5.0,8.1,16,3.1,7.1
USR_02470,40,Female,Sales,Android,5.7,2.8,17.4,6.5,8.2,15,4.8,6.6
USR_02471,43,Male,Creative,iOS,5.4,1.5,55.5,8.8,3.9,17,3.9,5.4
USR_02472,21,Female,Sales,iOS,8.5,2.1,17.3,6.8,6.5,21,4.7,10.8
USR_02473,35,Male,Sales,iOS,6.1,3.1,10.0,4.6,8.3,8,6.0,7.4
USR_02474,23,Female,Sales,Android,4.1,1.0,63.1,7.0,6.4,8,2.6,2.5
USR_02475,52,Male,Sales,Android,9.2,2.1,24.8,7.8,5.7,22,0.0,13.0
USR_02476,39,Female,Healthcare,iOS,5.9,1.8,30.0,5.8,4.8,18,4.2,6.3
USR_02477,60,Male,Engineer,iOS,10.0,3.1,10.0,6.4,9.4,24,2.3,13.6
USR_02478,32,Male,Student,iOS,8.3,2.4,10.0,5.7,4.6,21,5.2,9.8
USR_02479,39,Female,Student,Android,8.3,3.8,10.0,6.2,8.1,19,3.4,9.6
USR_02480,54,Male,Healthcare,iOS,9.0,4.9,10.0,6.0,6.5,24,4.9,7.1
USR_02481,59,Male,Manager,iOS,10.5,2.8,15.7,7.3,7.7,24,2.9,9.9
USR_02482,29,Male,Sales,iOS,8.4,4.0,36.3,8.8,5.1,15,1.9,9.3
USR_02483,64,Female,Sales,iOS,8.8,1.9,42.8,6.9,6.2,14,3.7,6.7
USR_02484,59,Male,Manager,iOS,7.5,1.8,15.1,4.9,4.5,20,3.8,9.2
USR_02485,55,Female,Manager,Android,6.0,2.3,49.0,9.8,4.1,15,1.4,5.9
USR_02486,35,Male,Sales,Android,8.4,4.6,36.8,7.5,7.7,22,3.0,8.9
USR_02487,62,Male,Student,iOS,8.6,4.6,29.2,7.7,9.2,21,2.5,7.2
USR_02488,52,Male,Creative,Android,8.3,2.0,31.8,6.7,6.3,14,3.3,6.8
USR_02489,47,Female,Student,iOS,7.8,2.2,40.0,7.1,5.5,17,2.8,9.5
USR_02490,41,Male,Healthcare,iOS,6.5,3.5,37.7,6.4,6.0,15,3.2,7.5
USR_02491,59,Male,Student,iOS,10.2,2.6,29.4,7.9,8.8,23,3.0,9.7
USR_02492,47,Male,Sales,iOS,7.3,3.4,15.2,6.2,9.0,19,3.1,4.7
USR_02493,31,Male,Healthcare,Android,8.5,1.7,39.7,7.4,7.5,20,3.4,12.3
USR_02494,23,Male,Engineer,Android,8.3,3.5,34.4,8.0,6.4,22,2.0,11.8
USR_02495,20,Female,Student,iOS,6.1,2.3,26.1,8.3,8.2,18,4.6,6.9
USR_02496,33,Male,Manager,Android,9.5,3.5,44.6,8.0,3.8,25,2.5,7.0
USR_02497,24,Male,Sales,iOS,6.4,3.1,31.4,5.6,3.2,16,3.9,8.0
USR_02498,31,Female,Creative,iOS,6.4,1.5,36.0,8.7,9.1,12,2.5,7.9
USR_02499,26,Male,Manager,Android,6.6,2.2,54.4,7.6,3.7,16,2.1,6.6
USR_02500,32,Male,Student,Android,4.8,1.7,56.3,7.2,3.4,7,3.6,5.9
USR_02501,38,Male,Manager,iOS,6.4,1.6,37.7,7.3,6.4,12,3.7,7.1
USR_02502,52,Female,Creative,iOS,6.9,1.6,24.9,6.6,8.2,18,3.1,5.4
USR_02503,19,Male,Creative,Android,7.4,1.9,19.8,6.2,7.0,14,1.5,9.5
USR_02504,44,Female,Student,Both,9.1,2.6,36.2,6.4,3.7,29,2.3,7.1
USR_02505,19,Male,Creative,iOS,8.4,4.5,14.2,8.3,9.0,23,2.9,10.6
USR_02506,52,Female,Healthcare,Both,8.2,3.0,35.5,6.9,8.1,20,2.5,8.8
USR_02507,35,Male,Sales,Android,7.0,2.7,40.6,7.1,7.9,9,1.8,6.7
USR_02508,31,Female,Sales,Android,8.5,3.8,14.4,6.9,8.4,15,4.1,6.2
USR_02509,37,Female,Creative,iOS,7.1,3.1,36.7,6.0,5.6,24,3.0,6.7
USR_02510,35,Female,Creative,iOS,7.7,2.9,10.0,4.2,7.8,17,5.6,5.8
USR_02511,27,Male,Student,Android,8.6,2.7,28.9,7.7,6.2,25,2.6,10.2
USR_02512,42,Male,Creative,iOS,5.6,1.8,59.1,7.6,6.1,12,3.0,3.5
USR_02513,19,Male,Manager,iOS,8.8,1.9,43.3,6.8,3.4,19,2.2,8.0
USR_02514,42,Male,Student,Android,2.8,1.4,33.3,5.5,6.0,5,4.8,2.1
USR_02515,50,Male,Manager,iOS,7.8,3.7,30.3,9.0,8.2,14,2.6,11.1
USR_02516,53,Female,Creative,iOS,9.5,4.0,14.6,6.4,5.1,25,2.8,11.9
USR_02517,48,Male,Engineer,Android,9.4,3.2,34.5,7.1,5.8,24,2.0,7.6
USR_02518,31,Male,Manager,Android,8.4,3.4,10.0,6.0,8.6,19,3.8,8.1
USR_02519,18,Female,Manager,iOS,6.3,2.3,11.1,5.2,7.5,9,3.2,8.1
USR_02520,63,Female,Engineer,Android,6.8,2.0,46.3,7.5,5.0,16,1.8,9.1
USR_02521,33,Male,Engineer,Android,12.7,3.9,10.0,5.0,8.3,33,3.6,9.4
USR_02522,63,Female,Creative,Both,9.6,4.9,10.0,7.1,9.3,30,4.0,10.3
USR_02523,20,Male,Creative,iOS,3.6,1.5,52.6,7.1,4.0,12,4.4,5.8
USR_02524,52,Female,Student,iOS,7.4,1.5,24.9,5.5,5.7,19,3.5,3.6
USR_02525,58,Female,Sales,iOS,5.3,1.7,44.7,5.2,2.8,10,2.5,5.5
USR_02526,23,Female,Creative,Android,6.1,1.9,10.0,5.9,9.7,18,4.1,9.2
USR_02527,42,Female,Manager,Android,8.7,3.9,14.7,6.0,7.9,22,3.2,8.4
USR_02528,30,Male,Creative,Android,5.1,2.3,30.8,5.0,4.4,13,3.3,2.8
USR_02529,51,Male,Sales,Android,9.8,3.6,10.0,5.4,5.1,28,3.3,12.1
USR_02530,25,Female,Manager,iOS,10.4,5.5,10.0,6.9,8.3,25,3.7,9.2
USR_02531,38,Male,Student,iOS,6.8,3.4,19.9,9.2,8.8,19,3.6,12.1
USR_02532,51,Female,Sales,iOS,6.1,3.1,48.2,8.0,6.6,11,2.7,9.0
USR_02533,21,Male,Healthcare,Android,9.2,3.0,10.0,7.0,8.2,20,6.7,9.8
USR_02534,42,Male,Engineer,Android,8.4,2.9,48.5,8.2,3.4,22,3.4,8.4
USR_02535,32,Male,Healthcare,iOS,7.2,2.5,48.1,8.2,7.1,17,0.7,7.0
USR_02536,21,Male,Manager,iOS,9.6,3.4,10.0,6.4,7.7,23,2.9,13.9
USR_02537,62,Female,Sales,Android,10.2,5.2,20.7,7.1,5.7,21,2.9,7.4
USR_02538,29,Female,Manager,iOS,8.6,2.5,36.7,8.0,8.2,24,3.5,7.1
USR_02539,49,Female,Student,Android,5.8,2.8,26.1,8.1,7.1,9,4.6,9.2
USR_02540,49,Female,Healthcare,Android,9.1,3.5,24.8,8.1,7.2,25,2.1,11.3
USR_02541,45,Female,Manager,iOS,7.8,2.2,10.0,5.6,6.9,19,4.5,7.2
USR_02542,30,Female,Student,Android,7.2,2.8,31.0,8.2,7.7,18,3.1,10.4
USR_02543,48,Male,Healthcare,iOS,9.1,2.4,27.4,9.0,7.4,22,3.2,7.9
USR_02544,31,Female,Creative,Android,8.2,2.0,54.6,8.6,1.6,17,3.5,8.3
USR_02545,37,Male,Engineer,Android,7.2,3.6,26.3,5.5,4.7,17,1.5,9.9
USR_02546,35,Male,Healthcare,Android,4.1,1.8,10.0,5.2,8.9,11,4.2,5.2
USR_02547,46,Female,Student,Both,6.9,1.9,41.2,7.4,3.8,18,4.3,9.3
USR_02548,23,Male,Student,iOS,8.5,4.5,10.6,8.6,8.6,20,1.9,12.5
USR_02549,49,Male,Manager,Both,12.9,2.7,10.0,7.1,9.1,31,3.2,16.0
USR_02550,46,Male,Student,iOS,8.5,2.7,10.0,6.5,9.2,20,4.1,11.7
USR_02551,60,Male,Creative,iOS,6.9,1.4,45.1,6.7,5.7,16,1.0,6.4
USR_02552,19,Female,Student,Android,8.8,2.2,30.9,8.0,7.0,16,3.1,7.8
USR_02553,40,Male,Creative,Android,5.6,1.5,65.4,6.4,2.1,12,2.4,5.9
USR_02554,36,Male,Engineer,Android,7.0,3.4,17.2,7.4,9.1,14,4.6,10.8
USR_02555,48,Male,Sales,Android,4.0,2.2,60.3,6.6,4.6,9,2.2,5.0
USR_02556,22,Male,Healthcare,iOS,7.1,3.6,10.0,5.7,8.9,14,3.5,10.1
USR_02557,36,Female,Creative,Android,4.6,1.9,28.0,5.6,8.3,12,2.7,4.7
USR_02558,51,Male,Student,Android,7.9,3.6,27.8,7.4,6.2,23,2.8,11.7
USR_02559,27,Female,Manager,Android,8.4,3.2,10.0,3.6,8.4,20,3.3,8.9
USR_02560,42,Female,Student,Android,8.0,2.8,37.8,7.4,4.2,20,2.3,8.8
USR_02561,19,Female,Sales,iOS,4.8,2.1,67.5,6.6,4.0,10,1.7,5.2
USR_02562,28,Female,Manager,iOS,4.5,2.4,60.1,7.9,5.3,10,2.0,5.8
USR_02563,48,Female,Healthcare,Android,10.3,2.2,41.1,7.5,3.7,29,1.8,10.2
USR_02564,32,Male,Creative,Android,5.9,1.8,62.2,6.9,1.8,10,2.1,8.4
USR_02565,26,Male,Student,Android,8.5,2.7,10.8,5.5,5.8,19,3.2,7.8
USR_02566,40,Male,Creative,iOS,8.3,2.9,10.0,5.6,8.5,21,0.6,4.6
USR_02567,36,Female,Healthcare,Android,9.2,3.9,14.5,6.0,7.7,22,3.5,7.3
USR_02568,26,Male,Creative,iOS,6.8,2.6,44.8,7.8,2.8,15,3.7,10.0
USR_02569,52,Male,Manager,iOS,5.0,1.0,64.2,8.9,3.3,8,3.2,3.7
USR_02570,38,Male,Manager,Android,8.4,2.9,33.0,7.2,6.5,22,2.1,11.5
USR_02571,26,Male,Student,Android,7.3,3.0,32.9,6.1,4.2,17,4.0,7.8
USR_02572,45,Male,Creative,Android,4.1,1.5,52.1,6.2,5.4,12,2.3,4.2
USR_02573,63,Non-binary,Healthcare,iOS,8.4,4.2,10.0,6.3,7.9,24,3.6,8.4
USR_02574,24,Male,Manager,iOS,6.2,2.1,43.0,8.0,4.5,15,0.1,6.2
USR_02575,33,Female,Sales,iOS,6.4,1.3,37.1,6.2,7.1,19,3.9,5.4
USR_02576,33,Female,Engineer,iOS,8.5,2.5,39.5,6.7,4.0,24,2.8,9.7
USR_02577,50,Male,Sales,iOS,7.6,1.9,47.1,8.4,7.3,17,3.0,7.9
USR_02578,21,Male,Sales,iOS,6.8,2.0,39.3,6.1,4.7,21,3.1,5.9
USR_02579,21,Male,Sales,Android,7.0,2.3,39.9,7.5,4.3,19,4.5,4.4
USR_02580,56,Male,Creative,Android,7.3,3.2,43.3,7.9,6.3,22,3.6,5.3
USR_02581,57,Female,Student,Android,7.6,2.4,27.0,6.9,7.6,13,3.9,7.9
USR_02582,34,Male,Student,iOS,8.9,4.5,36.2,9.1,2.7,24,2.9,7.1
USR_02583,54,Male,Creative,Android,6.3,1.9,34.2,8.8,6.9,16,4.8,6.5
USR_02584,56,Female,Student,iOS,3.1,0.8,76.5,7.1,2.3,5,2.3,3.5
USR_02585,46,Female,Engineer,Android,6.3,1.6,61.0,5.8,2.5,11,1.5,6.6
USR_02586,53,Female,Creative,Both,5.8,3.1,17.6,5.9,6.7,14,5.0,5.7
USR_02587,55,Female,Student,Android,5.8,2.1,41.8,7.1,7.6,14,2.6,6.9
USR_02588,56,Female,Sales,Android,7.5,2.6,10.0,5.5,6.9,16,3.9,9.9
USR_02589,54,Male,Creative,Both,7.5,1.7,39.9,7.1,5.1,16,3.4,7.0
